tick,time_s,blue-0_team,blue-0_profile,blue-1_team,blue-1_profile,blue-2_team,blue-2_profile,orange-0_team,orange-0_profile,orange-1_team,orange-1_profile,orange-2_team,orange-2_profile
9312,77.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9320,77.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9328,77.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9336,77.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9344,77.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9352,77.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9360,78.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9368,78.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9376,78.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9384,78.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9392,78.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9400,78.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9408,78.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9416,78.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9424,78.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9432,78.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9440,78.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9448,78.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9456,78.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9464,78.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9472,78.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9480,79.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9488,79.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9496,79.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9504,79.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9512,79.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9520,79.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9528,79.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9536,79.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9544,79.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9552,79.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9560,79.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9568,79.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9576,79.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9584,79.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9592,79.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9600,80.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9608,80.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9616,80.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9624,80.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9632,80.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9640,80.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9648,80.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9656,80.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9664,80.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9672,80.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9680,80.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9688,80.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9696,80.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9704,80.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9712,80.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9720,81.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9728,81.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9736,81.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9744,81.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9752,81.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9760,81.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9768,81.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9776,81.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9784,81.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9792,81.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9800,81.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9808,81.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9816,81.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9824,81.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9832,81.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9840,82.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9848,82.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9856,82.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9864,82.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9872,82.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9880,82.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9888,82.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9896,82.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9904,82.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9912,82.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9920,82.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9928,82.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9936,82.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9944,82.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9952,82.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9960,83.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9968,83.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9976,83.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9984,83.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
9992,83.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10000,83.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10008,83.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10016,83.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10024,83.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10032,83.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10040,83.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10048,83.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10056,83.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10064,83.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10072,83.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10080,84.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10088,84.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10096,84.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10104,84.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10112,84.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10120,84.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10128,84.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10136,84.46666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10144,84.53333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10152,84.6,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10160,84.66666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10168,84.73333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10176,84.8,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10184,84.86666666666666,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10192,84.93333333333334,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10200,85.0,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10208,85.06666666666666,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10216,85.13333333333334,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10224,85.2,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10232,85.26666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10240,85.33333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10248,85.4,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10256,85.46666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10264,85.53333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10272,85.6,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10280,85.66666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10288,85.73333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10296,85.8,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10304,85.86666666666666,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10312,85.93333333333334,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10320,86.0,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
10328,86.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10336,86.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10344,86.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10352,86.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10360,86.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10368,86.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10376,86.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10384,86.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10392,86.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10400,86.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10408,86.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10416,86.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10424,86.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10432,86.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10440,87.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10448,87.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10456,87.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10464,87.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10472,87.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10480,87.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10488,87.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10496,87.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10504,87.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10512,87.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10520,87.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10528,87.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10536,87.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10544,87.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10552,87.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10560,88.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10568,88.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10576,88.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10584,88.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10592,88.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10600,88.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10608,88.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10616,88.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10624,88.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10632,88.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10640,88.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10648,88.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10656,88.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10664,88.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10672,88.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10680,89.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10688,89.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10696,89.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10704,89.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10712,89.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10720,89.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10728,89.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10736,89.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10744,89.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10752,89.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10760,89.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10768,89.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10776,89.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10784,89.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10792,89.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10800,90.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10808,90.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10816,90.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10824,90.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10832,90.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10840,90.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10848,90.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10856,90.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10864,90.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10872,90.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10880,90.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10888,90.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10896,90.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10904,90.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10912,90.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10920,91.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10928,91.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10936,91.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10944,91.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10952,91.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10960,91.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10968,91.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10976,91.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10984,91.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
10992,91.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11000,91.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11008,91.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11016,91.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11024,91.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11032,91.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11040,92.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11048,92.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11056,92.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11064,92.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11072,92.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11080,92.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11088,92.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11096,92.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11104,92.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11112,92.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11120,92.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11128,92.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11136,92.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11144,92.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11152,92.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11160,93.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11168,93.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11176,93.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11184,93.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11192,93.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11200,93.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11208,93.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11216,93.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11224,93.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11232,93.6,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11240,93.66666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11248,93.73333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11256,93.8,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11264,93.86666666666666,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11272,93.93333333333334,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11280,94.0,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11288,94.06666666666666,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11296,94.13333333333334,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11304,94.2,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11312,94.26666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11320,94.33333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11328,94.4,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11336,94.46666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11344,94.53333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11352,94.6,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11360,94.66666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11368,94.73333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11376,94.8,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11384,94.86666666666666,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11392,94.93333333333334,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11400,95.0,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11408,95.06666666666666,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11416,95.13333333333334,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11424,95.2,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11432,95.26666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11440,95.33333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11448,95.4,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11456,95.46666666666667,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11464,95.53333333333333,0,s3,0,s3,0,s3,1,d3,1,d3,1,d3
11472,95.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11480,95.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11488,95.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11496,95.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11504,95.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11512,95.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11520,96.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11528,96.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11536,96.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11544,96.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11552,96.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11560,96.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11568,96.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11576,96.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11584,96.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11592,96.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11600,96.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11608,96.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11616,96.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11624,96.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11632,96.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11640,97.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11648,97.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11656,97.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11664,97.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11672,97.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11680,97.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11688,97.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11696,97.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11704,97.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11712,97.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11720,97.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11728,97.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11736,97.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11744,97.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11752,97.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11760,98.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11768,98.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11776,98.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11784,98.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11792,98.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11800,98.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11808,98.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11816,98.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11824,98.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11832,98.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11840,98.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11848,98.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11856,98.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11864,98.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11872,98.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11880,99.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11888,99.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11896,99.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11904,99.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11912,99.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11920,99.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11928,99.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11936,99.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11944,99.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11952,99.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11960,99.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11968,99.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11976,99.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11984,99.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
11992,99.93333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12000,100.0,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12008,100.06666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12016,100.13333333333334,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12024,100.2,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12032,100.26666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12040,100.33333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12048,100.4,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12056,100.46666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12064,100.53333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12072,100.6,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12080,100.66666666666667,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12088,100.73333333333333,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12096,100.8,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
12104,100.86666666666666,0,d1,0,d1,0,d1,1,d3,1,d3,1,d3
