environment_steps,actor_loss,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,entropy,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates,value_loss
10000,0.31084251403808594,0.061904766,0.124266565,0.078571424,0.1642857,0.06428571,0.15135443,4.29682731628418,7.331157207489014,48.7,0.20476191,0.11356646995991468,3.9000000000000004,0.3467046,0.009609019368536491,20,14.040629386901855
20000,0.4891919195652008,0.07333334,0.1474223,0.06666667,0.2,0.058333337,0.1181454,4.009149551391602,11.104598999023438,46.0,0.19833334,0.10275945996399968,12.0,0.30663496,0.027337791440682355,40,21.23081398010254
30000,-0.7127174735069275,0.0,0.0,0.056666665,0.12476645,0.05,0.14999999,3.5616683959960938,0.7609400153160095,50.0,0.10666666,0.13531792003195733,0.0,0.18,0.0001040926374803265,60,2.947314977645874
40000,0.9383099675178528,0.06666667,0.2,0.23333335,0.3958114,0.0,0.0,3.674393653869629,16.443443298339844,44.7,0.3,0.10323832996655255,9.613012014972206,0.45825756,0.022933710322661543,80,31.01026725769043
50000,1.641015648841858,0.04,0.12,0.083333336,0.20069326,0.125,0.21489662,3.5256216526031494,22.349958419799805,46.5,0.24833336,0.10706831000279635,10.5,0.32833335,0.02435279107411079,100,41.417884826660156
60000,-0.03436952084302902,0.1,0.16583124,0.033333335,0.1,0.058333337,0.11814539,3.7660834789276123,5.429089069366455,50.0,0.19166668,0.12703909003175795,0.0,0.17098571,5.3749401552342894e-05,120,10.92691707611084
70000,0.055027708411216736,0.15833333,0.20564938,0.10333333,0.17156146,0.0,0.0,3.842345714569092,7.906982898712158,48.9,0.2616667,0.11312015000730753,3.3000000000000003,0.29833335,0.007872613155321768,140,15.703910827636719
80000,-0.15335920453071594,0.033333335,0.1,0.02,0.06,0.13333334,0.30550507,3.9150843620300293,10.446364402770996,45.3,0.18666668,0.11050149002112448,14.1,0.30228758,0.03467125636886543,160,21.199447631835938
90000,-0.15691973268985748,0.02,0.06,0.06666667,0.13333336,0.06666667,0.2,3.917994976043701,3.9707295894622803,50.0,0.15333334,0.11959549996536226,0.0,0.2171533,6.607902391584301e-05,180,8.255298614501953
100000,0.5233010649681091,0.1559524,0.23704828,0.065,0.100124925,0.06857143,0.10705711,3.928395986557007,7.64501953125,49.7,0.28952378,0.11758887001778931,0.9,0.2697509,0.0018757545983645878,200,14.243436813354492
