environment_steps,actor_loss,agent0/mean_episode_returns,agent0/std_episode_returns,agent1/mean_episode_returns,agent1/std_episode_returns,agent2/mean_episode_returns,agent2/std_episode_returns,entropy,loss,mean_episode_length,mean_episode_returns,mean_episode_time,std_episode_length,std_episode_returns,std_episode_time,updates,value_loss
10000,-0.20560309290885925,0.05,0.14999999,0.061904766,0.124266565,0.0,0.0,2.725944757461548,4.373111724853516,50.0,0.11190476,0.14566584005951883,0.0,0.17819007,0.00024657457617417234,20,9.157429695129395
20000,0.8742174506187439,0.02,0.06,0.04,0.12,0.07333334,0.1474223,3.1781468391418457,15.604206085205078,50.0,0.13333334,0.1400605499977246,0.0,0.17126976,0.00020134179839318661,40,29.459978103637695
30000,1.116990566253662,0.1,0.29999998,0.016666668,0.05,0.02,0.06,3.380784749984741,18.28868293762207,48.2,0.13666667,0.13296789994928987,5.4,0.29681644,0.014910887300756613,60,34.3433837890625
40000,0.1211395189166069,0.0,0.0,0.078571424,0.16428572,0.047619052,0.10432811,3.4356689453125,4.495351791381836,50.0,0.12619048,0.1373848699964583,0.0,0.17433059,5.626497826506941e-05,80,8.748424530029297
50000,-0.0634535402059555,0.02,0.06,0.089999996,0.18138358,0.025,0.074999996,3.7940914630889893,3.996608018875122,50.0,0.135,0.14448407997842877,0.0,0.18172783,0.00011659460447166168,100,8.120122909545898
60000,-0.3792227804660797,0.0,0.0,0.016666668,0.05,0.04857143,0.099015564,3.765509843826294,2.043509006500244,50.0,0.065238096,0.1455693100579083,0.0,0.103368446,0.00014949306851919092,120,4.845463752746582
70000,-0.6004034876823425,0.0,0.0,0.025,0.074999996,0.075,0.16007811,3.7366509437561035,2.1676485538482666,50.0,0.1,0.14333174005150795,0.0,0.2,0.00021458294339620843,140,5.536104202270508
80000,-0.46841198205947876,0.083333336,0.17078252,0.075,0.16007811,0.0,0.0,3.7465150356292725,6.134303569793701,50.0,0.15833333,0.14226572003681212,0.0,0.20564939,0.00011738061852748943,160,13.20543098449707
90000,-0.6754941344261169,0.0,0.0,0.058333337,0.1181454,0.0,0.0,3.5526185035705566,1.3969299793243408,50.0,0.058333337,0.13792624999769032,0.0,0.1181454,0.00019253947339535775,180,4.144848346710205
100000,-0.2917814254760742,0.089999996,0.18138358,0.058333337,0.1181454,0.0,0.0,3.9374887943267822,4.955564498901367,50.0,0.14833334,0.14402272005099803,0.0,0.19067861,0.00011965446117219457,200,10.494691848754883
110000,-0.38672712445259094,0.030000001,0.09,0.01,0.03,0.04,0.091651514,3.5074944496154785,2.172262191772461,50.0,0.08,0.14846544000320136,0.0,0.18330303,8.524458180981643e-05,220,5.117978572845459
120000,-0.08098351210355759,0.083333336,0.12909944,0.075,0.16007811,0.075,0.16007811,3.692856550216675,4.547850131988525,45.1,0.23333335,0.145576380006969,14.7,0.30686587,0.04778373522731524,240,9.257667541503906
130000,-0.19804179668426514,0.0,0.0,0.12857142,0.2040408,0.0,0.0,3.5500106811523438,6.2169694900512695,50.0,0.12857142,0.15062271002680064,0.0,0.2040408,0.0003455120121516422,260,12.830022811889648
140000,-0.48743948340415955,0.10166667,0.13671748,0.02,0.06,0.0,0.0,3.7395944595336914,2.590146780014038,50.0,0.12166667,0.1501765999943018,0.0,0.135,9.526261137419439e-05,280,6.155172348022461
150000,-0.2316238135099411,0.061904766,0.124266565,0.0,0.0,0.0,0.0,3.506085157394409,1.7300950288772583,50.0,0.061904766,0.15210078996606172,0.0,0.124266565,0.00012277426200080178,300,3.9234375953674316
160000,0.8791466355323792,0.07,0.15524174,0.05,0.14999999,0.225,0.325,3.81062650680542,16.986169815063477,46.4,0.345,0.13822956001386047,10.8,0.30203477,0.03147758671316572,320,32.214046478271484
170000,-0.33906883001327515,0.0,0.0,0.07833333,0.123389624,0.0,0.0,3.6265625953674316,1.745534896850586,50.0,0.07833333,0.14420447004958986,0.0,0.123389624,9.874548366851429e-05,340,4.169207572937012
180000,-0.12174984812736511,0.08095238,0.19982986,0.10357143,0.1693701,0.033333335,0.1,3.8616647720336914,5.627803802490234,50.0,0.21785717,0.1456929299980402,0.0,0.24023148,0.00011246632317458361,360,11.499107360839844
190000,-0.7654514908790588,0.0,0.0,0.053333335,0.11075499,0.0,0.0,3.5819945335388184,0.4286995530128479,50.0,0.053333335,0.14673857998568565,0.0,0.11075499,0.0003538214941592294,380,2.3883020877838135
200000,0.18614916503429413,0.1,0.21343747,0.025,0.074999996,0.091666676,0.14166668,3.840303659439087,9.541560173034668,48.7,0.21666667,0.11277784002013505,3.9000000000000004,0.29627314,0.008677413918394357,400,18.7108211517334
210000,0.33038750290870667,0.1,0.29999998,0.053571425,0.10744006,0.08095238,0.19982986,3.6130542755126953,11.80601978302002,47.0,0.23452382,0.1323871499625966,9.0,0.33772823,0.025486607324795352,420,22.951265335083008
220000,-0.5979629755020142,0.0,0.0,0.058333337,0.1181454,0.0,0.0,3.2813971042633057,1.0771844387054443,50.0,0.058333337,0.14280784002039582,0.0,0.1181454,0.00023284037167226832,440,3.350294828414917
230000,-0.18933866918087006,0.101904765,0.157765,0.0,0.0,0.02,0.060000002,3.601958990097046,2.9260594844818115,50.0,0.12190477,0.15269505998585373,0.0,0.15624854,0.00022510225766628143,460,6.2307963371276855
240000,-0.7298761010169983,0.0,0.0,0.025,0.074999996,0.0,0.0,3.3218142986297607,-0.048374176025390625,50.0,0.025,0.1504181600175798,0.0,0.074999996,0.0003516961179651594,480,1.3630038499832153
250000,-0.0688236802816391,0.12666667,0.134825,0.04,0.08,0.02,0.06,3.685800790786743,3.169562578201294,50.0,0.18666668,0.20064585995860398,0.0,0.16546232,6.331844457868972e-05,500,6.476772308349609
260000,-0.028993453830480576,0.04,0.12,0.125,0.21489662,0.04,0.12,3.8142335414886475,7.051095485687256,50.0,0.205,0.14469617998693138,0.0,0.22755343,3.5357041316542276e-05,520,14.160178184509277
270000,0.7408611178398132,0.016666668,0.05,0.17875001,0.21707055,0.03541667,0.07098635,3.8918704986572266,8.68420124053955,46.4,0.23083334,0.13212008003611117,10.8,0.30313295,0.03013179151253894,540,15.886679649353027
280000,-0.8755853176116943,0.053571425,0.10744006,0.025,0.074999996,0.0,0.0,3.66239070892334,0.47329044342041016,50.0,0.078571424,0.15748977002222092,0.0,0.12037356,5.539591414486924e-05,560,2.697751522064209
290000,-0.616809606552124,0.06666667,0.13333336,0.016666668,0.05,0.061666667,0.096046865,4.06461763381958,2.708672285079956,50.0,0.14500001,0.14253709998447447,0.0,0.16767198,0.00013904359052241552,580,6.65096378326416
300000,0.9700074195861816,0.116666675,0.18333334,0.116666675,0.2362908,0.15833333,0.21874008,3.9445369243621826,16.54496955871582,41.8,0.39166665,0.12642247003968804,14.620533505997654,0.41841304,0.04372151811576596,600,31.149925231933594
310000,-0.16195623576641083,0.0,0.0,0.09848485,0.16973755,0.17272727,0.3136034,3.761819362640381,7.708240985870361,45.45454545454545,0.27121213,0.1428069999780167,13.452702576492586,0.37227738,0.042209368602141355,620,15.740394592285156
320000,-0.04715777561068535,0.053571425,0.10744006,0.014285715,0.042857148,0.10666667,0.16384275,3.964470148086548,4.512972831726074,50.0,0.17452382,0.1507978999754414,0.0,0.15562052,7.829289373830643e-05,640,9.120261192321777
330000,-0.2753046154975891,0.1,0.29999998,0.0,0.0,0.114999995,0.18445866,3.9820079803466797,8.348858833312988,47.6,0.215,0.13665996000636368,7.2,0.31784427,0.02030893076887367,660,17.248327255249023
340000,-0.5649248957633972,0.10666666,0.156205,0.025,0.074999996,0.05,0.14999999,4.107110977172852,3.5111443996429443,48.8,0.18166666,0.14016551997046917,3.6,0.28987068,0.01172048253149346,680,8.152138710021973
350000,-0.8736265897750854,0.0,0.0,0.05,0.14999999,0.033333335,0.1,3.897310733795166,1.8505769968032837,50.0,0.083333336,0.138463700003922,0.0,0.17078252,0.00011050232016420627,700,5.448407173156738
360000,0.4561923146247864,0.18333332,0.31135902,0.053333335,0.11075499,0.16499999,0.21219094,4.04714298248291,12.179713249206543,42.8,0.40166664,0.11728713002521544,15.367498169838838,0.3430622,0.04185166934188773,720,23.44704246520996
370000,0.29954805970191956,0.101904765,0.157765,0.15357143,0.20206207,0.17500001,0.23702438,4.011394500732422,10.627890586853027,44.6,0.4304762,0.12480330001562834,12.713772060250255,0.352781,0.03562228392208709,740,20.65668487548828
380000,-0.23829394578933716,0.10666667,0.22150998,0.083333336,0.17078252,0.041666668,0.08539126,3.8384323120117188,7.820169925689697,50.0,0.23166665,0.15140445004217326,0.0,0.2278462,0.0001285364252254576,760,16.116928100585938
390000,-0.4783896207809448,0.033333335,0.1,0.09833334,0.15392098,0.016666668,0.05,3.7909140586853027,2.413994312286377,50.0,0.14833334,0.1304984100162983,0.0,0.19067861,0.00016956513031487894,780,5.784768104553223
400000,0.06975100189447403,0.116666675,0.18333334,0.0,0.0,0.108333334,0.175,3.946472406387329,7.847121715545654,48.9,0.225,0.10970393000170589,3.3000000000000003,0.29825884,0.007565870574550746,800,15.554741859436035
410000,-0.22208480536937714,0.19166668,0.30287972,0.0,0.0,0.0,0.0,3.8923397064208984,6.349252700805664,47.0,0.19166668,0.12319741998799145,9.0,0.30287972,0.022981535037433422,820,13.142675399780273
420000,-0.5207655429840088,0.02857143,0.085714296,0.11190476,0.17819007,0.07,0.15524174,4.06233549118042,4.642786979675293,50.0,0.2104762,0.14095560000278057,0.0,0.1927107,0.00018099652505305998,840,10.327105522155762
430000,-0.6646285653114319,0.041666668,0.08539126,0.075,0.11456439,0.05,0.1,4.1650166511535645,2.1461312770843506,50.0,0.16666667,0.13895133999176323,0.0,0.1118034,5.437305129262157e-05,860,5.621519565582275
440000,0.1991487592458725,0.089999996,0.14282857,0.06857143,0.13950351,0.06761905,0.11215878,4.057168483734131,5.455347537994385,50.0,0.22619048,0.13375129003543407,0.0,0.16375692,6.299469065933676e-05,880,10.512397766113281
450000,0.09597484767436981,0.19166668,0.3028797,0.05,0.106718734,0.025,0.074999996,3.861538887023926,8.95344066619873,45.8,0.26666665,0.12145591001026332,12.600000000000001,0.29999998,0.03379585460342046,900,17.71493148803711
460000,-0.4327217638492584,0.125,0.21489662,0.075,0.1204736,0.05,0.106718734,3.7838222980499268,4.917724132537842,46.0,0.25,0.14536311998963355,12.0,0.29814237,0.038993926106939115,920,10.700891494750977
470000,0.30336591601371765,0.10357143,0.1693701,0.125,0.16770509,0.0125,0.037499998,3.670482873916626,6.104859352111816,48.7,0.24107142,0.13306912996340542,3.9000000000000004,0.3088047,0.011404761613950801,940,11.602987289428711
480000,-0.4164905846118927,0.07,0.11396881,0.04,0.08,0.10666667,0.22150998,3.650651693344116,3.4540629386901855,47.4,0.21666667,0.1331794499885291,7.8,0.28953984,0.022190010190996895,960,7.741106986999512
490000,0.09893146902322769,0.175,0.26990223,0.016666668,0.05,0.13166668,0.16473041,3.8079328536987305,8.631300926208496,47.4,0.32333332,0.12957864007912576,7.472616676907761,0.38414407,0.02190534798998767,980,17.064739227294922
500000,-0.3950679898262024,0.04722222,0.09464847,0.11523809,0.14527792,0.11111112,0.22771002,3.6639137268066406,7.673388481140137,45.6,0.27357143,0.12650550999678672,9.871170143402454,0.37890887,0.026898708420329428,1000,16.136913299560547
510000,-0.44005680084228516,0.086904764,0.13405946,0.07333334,0.1474223,0.06666667,0.2,3.902357339859009,4.693869590759277,47.5,0.22690478,0.1279942400055006,7.5,0.30006436,0.02063764010430633,1020,10.267852783203125
520000,-0.07551823556423187,0.053333335,0.08192138,0.075,0.16007811,0.120000005,0.16878653,3.9345593452453613,6.491116046905518,48.8,0.24833333,0.16894104999955745,3.6,0.29781145,0.010634672164225195,1040,13.133268356323242
530000,0.5534678101539612,0.20598847,0.27361578,0.16738817,0.29137912,0.07359307,0.12900142,3.745251178741455,10.984816551208496,43.63636363636363,0.44696972,0.12193427272987636,12.44823994329923,0.43558958,0.03558408060698516,1060,20.86269760131836
540000,-0.3244360387325287,0.29833335,0.3799452,0.0,0.0,0.0,0.0,3.708402395248413,7.929430961608887,46.6,0.29833335,0.1279514299938455,8.138795979750322,0.3799452,0.02331949339145128,1080,16.507734298706055
550000,0.49075689911842346,0.16333334,0.21105556,0.19666667,0.24785748,0.120000005,0.2993326,3.6780569553375244,10.979105949401855,43.7,0.48000002,0.11667601997032762,9.633794683301073,0.37481847,0.024983573161568417,1100,20.97669792175293
560000,0.0750730037689209,0.31666666,0.29059327,0.16666667,0.23273733,0.025,0.074999996,3.781024694442749,12.620967864990234,42.9,0.5083333,0.12067815004847944,11.157508682497182,0.3660032,0.02996743988156589,1120,25.09178924560547
570000,0.6509374976158142,0.16666666,0.3162278,0.077083334,0.12220841,0.15208334,0.20370911,3.696619987487793,11.576299667358398,47.8,0.3958333,0.14918502001091838,4.749736834815167,0.33708823,0.015013282800120983,1140,21.850725173950195
580000,-0.02699916437268257,0.086904764,0.13405946,0.1352381,0.16761906,0.1,0.2,3.6537275314331055,7.832350254058838,48.9,0.32214287,0.1437551099807024,3.3000000000000003,0.2912053,0.00924473961684604,1160,15.718698501586914
590000,0.4866318106651306,0.3333333,0.43228307,0.07575758,0.1254011,0.21969698,0.3765083,3.7690346240997314,16.25673484802246,38.0,0.6287879,0.1119804000270299,13.618169680781095,0.42545822,0.039627682320030284,1180,31.540206909179688
600000,0.5947406888008118,0.083333336,0.15365908,0.26666668,0.3,0.086666666,0.20231989,3.9102988243103027,11.139486312866211,43.0,0.43666667,0.11338648002129048,11.428035701729321,0.40068,0.03154187559954809,1200,21.08949089050293
610000,-0.08150962740182877,0.17333333,0.21694854,0.09166667,0.16007811,0.116666675,0.23629078,3.91524600982666,8.53636646270752,44.6,0.38166666,0.11858439003117383,13.46996659238619,0.42350718,0.035604926141215694,1220,17.23575210571289
620000,0.8830193281173706,0.15079364,0.20090498,0.15595238,0.23111494,0.259127,0.19574437,3.9309632778167725,17.02861785888672,38.6,0.565873,0.11564166997559369,15.717506163510802,0.37225184,0.047932169404779984,1240,32.29119873046875
630000,0.4129571318626404,0.089999996,0.18138357,0.14333335,0.22708297,0.15,0.32015622,3.9366953372955322,13.381038665771484,43.1,0.38333333,0.12096896993461996,12.445481107614922,0.43493292,0.03541177465325588,1260,25.9361629486084
